county,locationid,year,dogkill,population,unemployed,medincome,perpoverty,poverty,vtdummy,statedum,state,nvdummy,ctdummy,medummy,ordercount,expenditures,count,county_vcrime,state_vcrime_report,state_vcrime_est,countyid,_merge,black,na,hisp,countlag,explag,minority,kill,stateid,nhdummy,drugest,lb,ub,t,t2,t3,killlag,logexpenditures,logmedincome,logpopulation,logblack,logcounty_vcrime,logminority,logexplag,dogkilllag,changecount,changecountdog,meancount,meancountdog
Somerset,2313,2010,0,42521,2163,35862,0.189999997615814,8078.990234375,0,2,Maine,0,0,1,6,756,0,13,203,1621,29,3,166,247,458,0,0,871,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,6.62936305999756,10.4874334335327,10.6577529907227,5.11799383163452,2.63905739784241,6.7696418762207,0,0,0,0,0.25,0
Somerset,2313,2011,0,42470,2261,37358,0.184000000357628,7814.47998046875,0,2,Maine,0,0,1,3,79688,0,,,,,1,166,247,458,0,756,871,0,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,11.2858867645264,10.528302192688,10.6565532684326,5.11799383163452,,6.7696418762207,6.62936305999756,0,0,0,0.25,0
Somerset,2313,2012,0,42399,2348,38350,0.175999999046326,7462.22412109375,0,2,Maine,0,0,1,3,66278,1,,,,,1,166,247,458,0,79688,871,1,2,0,11.3400001525879,,,7,49,343,0,11.1016283035278,10.5545101165771,10.6548805236816,5.11799383163452,,6.7696418762207,11.2858867645264,0,1,0,0.25,0
Somerset,2313,2013,0,42361,2319,39290,0.174999997019768,7413.1748046875,0,2,Maine,0,0,1,0,0,0,,,,,1,166,247,458,1,66278,871,0,2,0,13.7399997711182,,,8,64,512,1,0,10.578724861145,10.6539831161499,5.11799383163452,,6.7696418762207,11.1016283035278,0,-1,0,0.25,0
Waldo,2314,2006,0,,,,,0,0,2,Maine,0,0,1,4,432,0,9,191,1526,31,3,139,78,360,0,0,577,0,2,0,,,,1,1,1,0,6.07073783874512,,,4.94164228439331,2.30258512496948,6.35784244537354,,,,,0,0
Waldo,2314,2007,0,31085,1562,40470,0.163000002503395,5066.85498046875,0,2,Maine,0,0,1,0,0,0,11,192,1554,31,3,139,78,360,0,432,577,0,2,0,,,,2,4,8,0,0,10.6083164215088,10.3444805145264,4.94164228439331,2.4849066734314,6.35784244537354,6.07073783874512,0,0,0,0,0
Waldo,2314,2008,0,31350,1480,44144,0.136999994516373,4294.9501953125,0,2,Maine,0,0,1,0,0,0,7,193,1547,31,3,139,78,360,0,0,577,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,0,10.6952123641968,10.3529691696167,4.94164228439331,2.0794415473938,6.35784244537354,0,0,0,0,0,0
Waldo,2314,2009,0,31376,1690,41888,0.128000006079674,4016.1279296875,0,2,Maine,0,0,1,0,0,0,7,219,1579,31,3,139,78,360,0,0,577,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,0,10.6427545547485,10.353798866272,4.94164228439331,2.0794415473938,6.35784244537354,0,0,0,0,0,0
Waldo,2314,2010,0,31971,1614,40753,0.136000007390976,4348.05615234375,0,2,Maine,0,0,1,23,18263.380859375,0,7,203,1621,31,3,139,78,360,0,0,577,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,9.81270790100098,10.6152849197388,10.3725843429565,4.94164228439331,2.0794415473938,6.35784244537354,0,0,0,0,0,0
Waldo,2314,2011,0,31687,1932,40511,0.150000005960464,4753.0498046875,0,2,Maine,0,0,1,37,72213,0,,,,,1,139,78,360,0,18263.380859375,577,0,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,11.1873893737793,10.6093292236328,10.3636617660522,4.94164228439331,,6.35784244537354,9.81270790100098,0,0,0,0,0
Waldo,2314,2012,0,31817,1789,40094,0.172999992966652,5504.3408203125,0,2,Maine,0,0,1,0,0,0,,,,,1,139,78,360,0,72213,577,0,2,0,11.3400001525879,,,7,49,343,0,0,10.5989818572998,10.3677558898926,4.94164228439331,,6.35784244537354,11.1873893737793,0,0,0,0,0
Waldo,2314,2013,0,31870,1657,42385,0.179000005125999,5704.72998046875,0,2,Maine,0,0,1,0,0,0,,,,,1,139,78,360,0,0,577,0,2,0,13.7399997711182,,,8,64,512,0,0,10.6545495986938,10.3694200515747,4.94164228439331,,6.35784244537354,0,0,0,0,0,0
Washington,2315,2006,0,,,,,0,0,2,Maine,0,0,1,0,0,0,5,191,1526,32,3,134,1273,471,0,0,1878,0,2,0,,,,1,1,1,0,0,,,4.90527486801148,1.7917594909668,7.53796243667603,,,,,0.25,0
Washington,2315,2007,0,26912,1495,33171,0.196999996900558,5301.6640625,0,2,Maine,0,0,1,2,998,0,7,192,1554,32,3,134,1273,471,0,0,1878,0,2,0,,,,2,4,8,0,6.90675497055054,10.4094314575195,10.20032787323,4.90527486801148,2.0794415473938,7.53796243667603,0,0,0,0,0.25,0
Washington,2315,2008,0,26820,1454,34459,0.194000005722046,5203.080078125,0,2,Maine,0,0,1,0,0,1,43,193,1547,32,3,134,1273,471,0,998,1878,1,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,0,10.4475250244141,10.1969032287598,4.90527486801148,3.78418970108032,7.53796243667603,6.90675497055054,0,1,0,0.25,0
Washington,2315,2009,0,26735,1491,33614,0.204999998211861,5480.6748046875,0,2,Maine,0,0,1,0,0,0,24,219,1579,32,3,134,1273,471,1,0,1878,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,1,0,10.4226980209351,10.1937284469604,4.90527486801148,3.21887588500977,7.53796243667603,0,0,-1,0,0.25,0
Washington,2315,2010,0,27237,1745,33707,0.199000000953674,5420.1630859375,0,2,Maine,0,0,1,1,47069,0,34,203,1621,32,3,134,1273,471,0,0,1878,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,10.7593908309937,10.4254608154297,10.2123317718506,4.90527486801148,3.55534815788269,7.53796243667603,0,0,0,0,0.25,0
Washington,2315,2011,0,27296,1805,35270,0.203999996185303,5568.3837890625,0,2,Maine,0,0,1,0,0,0,,,,,1,134,1273,471,0,47069,1878,0,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,0,10.4707880020142,10.2144956588745,4.90527486801148,,7.53796243667603,10.7593908309937,0,0,0,0.25,0
Washington,2315,2012,0,27189,1713,36647,0.196999996900558,5356.23291015625,0,2,Maine,0,0,1,322,258509.296875,0,,,,,1,134,1273,471,0,0,1878,0,2,0,11.3400001525879,,,7,49,343,0,12.4626903533936,10.5090866088867,10.2105674743652,4.90527486801148,,7.53796243667603,0,0,0,0,0.25,0
Washington,2315,2013,0,27161,1528,37503,0.194000005722046,5269.23388671875,0,2,Maine,0,0,1,229,52317.73046875,1,,,,,1,134,1273,471,0,258509.296875,1878,1,2,0,13.7399997711182,,,8,64,512,0,10.8651094436646,10.5321760177612,10.2095375061035,4.90527486801148,,7.53796243667603,12.4626903533936,0,1,0,0.25,0
York,2316,2006,0,163151,5451,50943,0.0810000002384186,13215.2314453125,0,2,Maine,0,0,1,17,4378.89990234375,0,46,191,1526,35,3,1131,713,2392,0,0,4236,0,2,0,,,,1,1,1,0,8.38478088378906,10.8384628295898,12.0024318695068,7.03174114227295,3.85014748573303,8.35137462615967,,,,,0.625,0
York,2316,2007,0,161752,5262,52726,0.0869999974966049,14072.423828125,0,2,Maine,0,0,1,6,2994,0,31,192,1554,35,3,1131,713,2392,0,4378.89990234375,4236,0,2,0,,,,2,4,8,0,8.00469970703125,10.8728637695312,11.9938192367554,7.03174114227295,3.465735912323,8.35137462615967,8.38478088378906,0,0,0,0.625,0
York,2316,2008,0,162349,5715,54463,0.0900000035762787,14611.41015625,0,2,Maine,0,0,1,22,7471,0,23,193,1547,35,3,1131,713,2392,0,2994,4236,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,8.91891765594482,10.9052772521973,11.9975032806396,7.03174114227295,3.178053855896,8.35137462615967,8.00469970703125,0,0,0,0.625,0
York,2316,2009,0,163751,7052,53940,0.0820000022649765,13427.58203125,0,2,Maine,0,0,1,4,420144.1875,0,19,219,1579,35,3,1131,713,2392,0,7471,4236,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,12.9483556747437,10.8956279754639,12.0061025619507,7.03174114227295,2.99573230743408,8.35137462615967,8.91891765594482,0,0,0,0.625,0
York,2316,2010,0,160185,7725,54659,0.090999998152256,14576.8349609375,0,2,Maine,0,0,1,4,47483,2,20,203,1621,35,3,1131,713,2392,0,420144.1875,4236,1,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,10.7681484222412,10.9088687896729,11.9840850830078,7.03174114227295,3.04452252388001,8.35137462615967,12.9483556747437,0,2,0,0.625,0
York,2316,2011,0,161031,8666,57279,0.0879999995231628,14170.7275390625,0,2,Maine,0,0,1,0,0,2,,,,,1,1131,713,2392,2,47483,4236,1,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,1,0,10.9556894302368,11.9893522262573,7.03174114227295,,8.35137462615967,10.7681484222412,0,0,0,0.625,0
York,2316,2012,0,161690,8098,56104,0.101999998092651,16492.380859375,0,2,Maine,0,0,1,489,298490.71875,0,,,,,1,1131,713,2392,2,0,4236,0,2,0,11.3400001525879,,,7,49,343,1,12.6064977645874,10.934962272644,11.9934358596802,7.03174114227295,,8.35137462615967,0,0,-2,0,0.625,0
York,2316,2013,0,163007,7297,55744,0.0989999994635582,16137.693359375,0,2,Maine,0,0,1,275,1257251.625,1,,,,,1,1131,713,2392,0,298490.71875,4236,1,2,0,13.7399997711182,,,8,64,512,0,14.0444393157959,10.9285249710083,12.0015487670898,7.03174114227295,,8.35137462615967,12.6064977645874,0,1,0,0.625,0
Carson City,3201,2006,0,,,,,,0,4,Nevada,1,0,0,30,14970,0,195,987,18508,4,3,746,1080,11141,0,0,12967,0,3,0,,,,1,1,1,0,9.61387062072754,,,6.61606502532959,5.27811479568481,9.47016334533691,,,,,0.25,0
Carson City,3201,2007,0,,,,,,0,4,Nevada,1,0,0,0,0,1,206,890,19257,4,3,746,1080,11141,0,14970,12967,1,3,0,,,,2,4,8,0,0,,,6.61606502532959,5.33271884918213,9.47016334533691,9.61387062072754,0,1,0,0.25,0
Carson City,3201,2008,0,,,,,,0,4,Nevada,1,0,0,0,0,1,231,986,18837,4,3,746,1080,11141,1,0,12967,1,3,0,9.73999977111816,8,11.8000001907349,3,9,27,1,0,,,6.61606502532959,5.44673728942871,9.47016334533691,0,0,0,0,0.25,0
Carson City,3201,2009,0,45588,3641,53119,0.133000001311302,6063.2041015625,0,4,Nevada,1,0,0,0,0,0,180,873,18559,4,3,746,1080,11141,1,0,12967,0,3,0,9.52000045776367,7.84999990463257,11.5,4,16,64,1,0,10.8802900314331,10.7273998260498,6.61606502532959,5.19849681854248,9.47016334533691,0,0,-1,0,0.25,0
Carson City,3201,2010,0,44813,4946,54492,0.138999998569489,6229.0068359375,0,4,Nevada,1,0,0,0,0,0,162,1130,17841,4,3,746,1080,11141,0,0,12967,0,3,0,9.75,7.94999980926514,11.8900003433228,5,25,125,0,0,10.9058094024658,10.7102537155151,6.61606502532959,5.09375,9.47016334533691,0,0,0,0,0.25,0
Carson City,3201,2011,0,45110,5692,54927,0.149000003933907,6721.39013671875,0,4,Nevada,1,0,0,0,0,0,,,,,1,746,1080,11141,0,0,12967,0,3,0,11.0500001907349,9.06999969482422,13.3999996185303,6,36,216,0,0,10.9137601852417,10.7168588638306,6.61606502532959,,9.47016334533691,0,0,0,0,0.25,0
Carson City,3201,2012,0,44857,4600,52436,0.163000002503395,7311.69091796875,0,4,Nevada,1,0,0,13,3890.26000976563,0,,,,,1,746,1080,11141,0,0,12967,0,3,0,10.8400001525879,,,7,49,343,0,8.26648807525635,10.8673486709595,10.7112350463867,6.61606502532959,,9.47016334533691,0,0,0,0,0.25,0
Carson City,3201,2013,0,44234,3564,50233,0.155000001192093,6856.27001953125,0,4,Nevada,1,0,0,0,0,0,,,,,1,746,1080,11141,0,3890.26000976563,12967,0,3,0,9.53999996185303,,,8,64,512,0,0,10.8244276046753,10.6972494125366,6.61606502532959,,9.47016334533691,8.26648807525635,0,0,0,0.25,0
Churchill,3202,2006,0,,,,,,0,4,Nevada,1,0,0,0,0,0,52,987,18508,6,3,364,915,2869,0,0,4148,0,3,0,,,,1,1,1,0,0,,,5.89989757537842,3.97029185295105,8.33038139343262,,,,,0.125,0
Churchill,3202,2007,0,,,,,,0,4,Nevada,1,0,0,0,0,0,40,890,19257,6,3,364,915,2869,0,0,4148,0,3,0,,,,2,4,8,0,0,,,5.89989757537842,3.71357202529907,8.33038139343262,0,0,0,0,0.125,0
Churchill,3202,2008,0,,,,,,0,4,Nevada,1,0,0,0,0,0,20,986,18837,6,3,364,915,2869,0,0,4148,0,3,0,9.73999977111816,8,11.8000001907349,3,9,27,0,0,,,5.89989757537842,3.04452252388001,8.33038139343262,0,0,0,0,0.125,0
Churchill,3202,2009,0,18510,798,53158,0.0820000022649765,1517.81994628906,0,4,Nevada,1,0,0,0,0,0,23,873,18559,6,3,364,915,2869,0,0,4148,0,3,0,9.52000045776367,7.84999990463257,11.5,4,16,64,0,0,10.8810243606567,9.82606601715088,5.89989757537842,3.178053855896,8.33038139343262,0,0,0,0,0.125,0
Churchill,3202,2010,0,19264,1194,53945,0.0850000008940697,1637.43994140625,0,4,Nevada,1,0,0,0,0,0,39,1130,17841,6,3,364,915,2869,0,0,4148,0,3,0,9.75,7.94999980926514,11.8900003433228,5,25,125,0,0,10.8957204818726,9.86599349975586,5.89989757537842,3.68887948989868,8.33038139343262,0,0,0,0,0.125,0
Churchill,3202,2011,0,19460,1228,51351,0.11599999666214,2257.36010742188,0,4,Nevada,1,0,0,0,0,1,,,,,1,364,915,2869,0,0,4148,1,3,0,11.0500001907349,9.06999969482422,13.3999996185303,6,36,216,0,0,10.8464393615723,9.87611675262451,5.89989757537842,,8.33038139343262,0,0,1,0,0.125,0
Churchill,3202,2012,0,19509,1537,48604,0.153999999165535,3004.38598632813,0,4,Nevada,1,0,0,0,0,0,,,,,1,364,915,2869,1,0,4148,0,3,0,10.8400001525879,,,7,49,343,1,0,10.7914609909058,9.87863159179688,5.89989757537842,,8.33038139343262,0,0,-1,0,0.125,0
Churchill,3202,2013,0,19166,1285,47911,0.165000006556511,3162.38989257813,0,4,Nevada,1,0,0,0,0,0,,,,,1,364,915,2869,0,0,4148,0,3,0,9.53999996185303,,,8,64,512,0,0,10.7771005630493,9.86089324951172,5.89989757537842,,8.33038139343262,0,0,0,0,0.125,0
Clark,3203,2006,0,,,,,,0,4,Nevada,1,0,0,8,2548,18,,,,,1,187833,8806,533916,10,0,730555,1,3,0,,,,1,1,1,1,7.84345626831055,,,12.143313407898,,13.5015602111816,,,,,12.25,1.375
Clark,3203,2007,1,,,,,,0,4,Nevada,1,0,0,12,1656,11,,,,,1,187833,8806,533916,18,2548,730555,1,3,0,,,,2,4,8,1,7.41276407241821,,,12.143313407898,,13.5015602111816,7.84345626831055,0,-7,1,12.25,1.375
Clark,3203,2008,1,,,,,,0,4,Nevada,1,0,0,26,12974,10,,,,,1,187833,8806,533916,11,1656,730555,1,3,0,9.73999977111816,8,11.8000001907349,3,9,27,1,9.47077941894531,,,12.143313407898,,13.5015602111816,7.41276407241821,1,-1,0,12.25,1.375
Clark,3203,2009,1,1429499,82529,55767,0.112000003457069,160103.890625,0,4,Nevada,1,0,0,335,134388.765625,11,,,,,1,187833,8806,533916,10,12974,730555,1,3,0,9.52000045776367,7.84999990463257,11.5,4,16,64,1,11.8084993362427,10.9289379119873,14.1728343963623,12.143313407898,,13.5015602111816,9.47077941894531,1,1,0,12.25,1.375
Clark,3203,2010,1,1503103,115799,54458,0.128999993205071,193900.28125,0,4,Nevada,1,0,0,958,243898.84375,16,,,,,1,187833,8806,533916,11,134388.765625,730555,1,3,0,9.75,7.94999980926514,11.8900003433228,5,25,125,1,12.4045133590698,10.9051847457886,14.2230424880981,12.143313407898,,13.5015602111816,11.8084993362427,1,5,0,12.25,1.375
Clark,3203,2011,1,1520517,133982,52406,0.146999999880791,223516,0,4,Nevada,1,0,0,97,223534.3125,13,,,,,1,187833,8806,533916,16,243898.84375,730555,1,3,0,11.0500001907349,9.06999969482422,13.3999996185303,6,36,216,1,12.3173246383667,10.8667764663696,14.2345609664917,12.143313407898,,13.5015602111816,12.4045133590698,1,-3,0,12.25,1.375
Clark,3203,2012,3,1539701,134959,50943,0.160999998450279,247891.859375,0,4,Nevada,1,0,0,226,1211795.125,11,,,,,1,187833,8806,533916,13,223534.3125,730555,1,3,0,10.8400001525879,,,7,49,343,1,14.0076141357422,10.8384628295898,14.2470989227295,12.143313407898,,13.5015602111816,12.3173246383667,1,-2,2,12.25,1.375
Clark,3203,2013,3,1563963,125462,50498,0.163000002503395,254925.96875,0,4,Nevada,1,0,0,1407,616554.0625,8,,,,,1,187833,8806,533916,11,1211795.125,730555,1,3,0,9.53999996185303,,,8,64,512,1,13.3319025039673,10.8296890258789,14.2627334594727,12.143313407898,,13.5015602111816,14.0076141357422,3,-3,0,12.25,1.375
Douglas,3204,2006,0,,,,,,0,4,Nevada,1,0,0,0,0,0,87,987,18508,8,3,83,710,4858,1,0,5651,0,3,0,,,,1,1,1,1,0,,,4.43081665039063,4.47733688354492,8.63958740234375,,,,,0.125,0
Douglas,3204,2007,0,,,,,,0,4,Nevada,1,0,0,0,0,0,69,890,19257,8,3,83,710,4858,0,0,5651,0,3,0,,,,2,4,8,0,0,,,4.43081665039063,4.24849510192871,8.63958740234375,0,0,0,0,0.125,0
Douglas,3204,2008,0,,,,,,0,4,Nevada,1,0,0,30,11360,0,62,986,18837,8,3,83,710,4858,0,0,5651,0,3,0,9.73999977111816,8,11.8000001907349,3,9,27,0,9.33794212341309,,,4.43081665039063,4.14313459396362,8.63958740234375,0,0,0,0,0.125,0
Douglas,3204,2009,0,37991,2143,59528,0.0930000022053719,3533.1630859375,0,4,Nevada,1,0,0,3,2820,0,107,873,18559,8,3,83,710,4858,0,11360,5651,0,3,0,9.52000045776367,7.84999990463257,11.5,4,16,64,0,7.94484663009644,10.9942016601563,10.5451049804687,4.43081665039063,4.68213129043579,8.63958740234375,9.33794212341309,0,0,0,0.125,0
Douglas,3204,2010,0,38747,2540,58723,0.0930000022053719,3603.47094726563,0,4,Nevada,1,0,0,2,1440,0,61,1130,17841,8,3,83,710,4858,0,2820,5651,0,3,0,9.75,7.94999980926514,11.8900003433228,5,25,125,0,7.27309274673462,10.9805870056152,10.56480884552,4.43081665039063,4.12713432312012,8.63958740234375,7.94484663009644,0,0,0,0.125,0
Douglas,3204,2011,0,38635,3088,58873,0.096000000834465,3708.9599609375,0,4,Nevada,1,0,0,0,0,1,,,,,1,83,710,4858,0,1440,5651,1,3,0,11.0500001907349,9.06999969482422,13.3999996185303,6,36,216,0,0,10.9831380844116,10.5619134902954,4.43081665039063,,8.63958740234375,7.27309274673462,0,1,0,0.125,0
Douglas,3204,2012,0,38856,2683,57455,0.103000000119209,4002.16796875,0,4,Nevada,1,0,0,25,3433.0498046875,0,,,,,1,83,710,4858,1,0,5651,0,3,0,10.8400001525879,,,7,49,343,1,8.14149570465088,10.9587574005127,10.5676174163818,4.43081665039063,,8.63958740234375,0,0,-1,0,0.125,0
Douglas,3204,2013,0,39175,2456,56672,0.10700000077486,4191.72509765625,0,4,Nevada,1,0,0,54,155113.859375,0,,,,,1,83,710,4858,0,3433.0498046875,5651,0,3,0,9.53999996185303,,,8,64,512,0,11.9519214630127,10.9450359344482,10.5757942199707,4.43081665039063,,8.63958740234375,8.14149570465088,0,0,0,0.125,0
Elko,3205,2006,0,,,,,,0,4,Nevada,1,0,0,2,637,0,19,987,18508,9,3,317,2299,10626,0,0,13242,0,3,0,,,,1,1,1,0,6.45833826065064,,,5.76205158233643,2.99573230743408,9.49114894866943,,,,,0.125,0
Elko,3205,2007,0,,,,,,0,4,Nevada,1,0,0,0,0,0,25,890,19257,9,3,317,2299,10626,0,637,13242,0,3,0,,,,2,4,8,0,0,,,5.76205158233643,3.25809645652771,9.49114894866943,6.45833826065064,0,0,0,0.125,0
Elko,3205,2008,0,,,,,,0,4,Nevada,1,0,0,18,14251.080078125,0,24,986,18837,9,3,317,2299,10626,0,0,13242,0,3,0,9.73999977111816,8,11.8000001907349,3,9,27,0,9.56465816497803,,,5.76205158233643,3.21887588500977,9.49114894866943,0,0,0,0,0.125,0
Elko,3205,2009,0,35460,1234,66984,0.0689999982714653,2446.73999023438,0,4,Nevada,1,0,0,0,0,0,25,873,18559,9,3,317,2299,10626,0,14251.080078125,13242,0,3,0,9.52000045776367,7.84999990463257,11.5,4,16,64,0,0,11.1122093200684,10.4761610031128,5.76205158233643,3.25809645652771,9.49114894866943,9.56465816497803,0,0,0,0.125,0
Elko,3205,2010,0,35905,1295,68685,0.0570000000298023,2046.5849609375,0,4,Nevada,1,0,0,4,516,0,12,1130,17841,9,3,317,2299,10626,0,0,13242,0,3,0,9.75,7.94999980926514,11.8900003433228,5,25,125,0,6.24804306030273,11.1372861862183,10.4886322021484,5.76205158233643,2.56494927406311,9.49114894866943,0,0,0,0,0.125,0
Elko,3205,2011,0,36282,1363,66376,0.0879999995231628,3192.81591796875,0,4,Nevada,1,0,0,0,0,0,,,,,1,317,2299,10626,0,516,13242,0,3,0,11.0500001907349,9.06999969482422,13.3999996185303,6,36,216,0,0,11.1030912399292,10.4990768432617,5.76205158233643,,9.49114894866943,6.24804306030273,0,0,0,0.125,0
Elko,3205,2012,0,37128,1493,68380,0.0970000028610229,3601.416015625,0,4,Nevada,1,0,0,2,49211,1,,,,,1,317,2299,10626,0,0,13242,1,3,0,10.8400001525879,,,7,49,343,0,10.8038930892944,11.1328353881836,10.5221271514893,5.76205158233643,,9.49114894866943,0,0,1,0,0.125,0
Elko,3205,2013,0,37945,1692,68596,0.108999997377396,4136.0048828125,0,4,Nevada,1,0,0,165,858642.5,0,,,,,1,317,2299,10626,1,49211,13242,0,3,0,9.53999996185303,,,8,64,512,1,13.6631088256836,11.135989189148,10.5438928604126,5.76205158233643,,9.49114894866943,10.8038930892944,0,-1,0,0.125,0
Esmeralda,3206,2006,0,,,,,,0,4,Nevada,1,0,0,0,0,0,3,987,18508,10,3,0,23,93,0,0,116,0,3,0,,,,1,1,1,0,0,,,0,1.3862943649292,4.75359010696411,,,,,0,0
Esmeralda,3206,2007,0,,,,,,0,4,Nevada,1,0,0,0,0,0,1,890,19257,10,3,0,23,93,0,0,116,0,3,0,,,,2,4,8,0,0,,,0,0.6931471824646,4.75359010696411,0,0,0,0,0,0
Esmeralda,3206,2008,0,,,,,,0,4,Nevada,1,0,0,0,0,0,3,986,18837,10,3,0,23,93,0,0,116,0,3,0,9.73999977111816,8,11.8000001907349,3,9,27,0,0,,,0,1.3862943649292,4.75359010696411,0,0,0,0,0,0
Esmeralda,3206,2009,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,4,873,18559,10,3,0,23,93,0,0,116,0,3,0,9.52000045776367,7.84999990463257,11.5,4,16,64,0,0,,,0,1.60943794250488,4.75359010696411,0,0,0,0,0,0
Esmeralda,3206,2010,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,2,1130,17841,10,3,0,23,93,0,0,116,0,3,0,9.75,7.94999980926514,11.8900003433228,5,25,125,0,0,,,0,1.0986123085022,4.75359010696411,0,0,0,0,0,0
Esmeralda,3206,2011,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,,,,,1,0,23,93,0,0,116,0,3,0,11.0500001907349,9.06999969482422,13.3999996185303,6,36,216,0,0,,,0,,4.75359010696411,0,0,0,0,0,0
Esmeralda,3206,2012,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,,,,,1,0,23,93,0,0,116,0,3,0,10.8400001525879,,,7,49,343,0,0,,,0,,4.75359010696411,0,0,0,0,0,0
Esmeralda,3206,2013,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,,,,,1,0,23,93,0,0,116,0,3,0,9.53999996185303,,,8,64,512,0,0,,,0,,4.75359010696411,0,0,0,0,0,0
Eureka,3207,2006,0,,,,,,0,4,Nevada,1,0,0,0,0,0,6,987,18508,11,3,0,63,89,0,0,152,0,3,0,,,,1,1,1,0,0,,,0,1.94591009616852,5.02388048171997,,,,,0,0
Eureka,3207,2007,0,,,,,,0,4,Nevada,1,0,0,0,0,0,9,890,19257,11,3,0,63,89,0,0,152,0,3,0,,,,2,4,8,0,0,,,0,2.30258512496948,5.02388048171997,0,0,0,0,0,0
Eureka,3207,2008,0,,,,,,0,4,Nevada,1,0,0,0,0,0,6,986,18837,11,3,0,63,89,0,0,152,0,3,0,9.73999977111816,8,11.8000001907349,3,9,27,0,0,,,0,1.94591009616852,5.02388048171997,0,0,0,0,0,0
Eureka,3207,2009,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,9,873,18559,11,3,0,63,89,0,0,152,0,3,0,9.52000045776367,7.84999990463257,11.5,4,16,64,0,0,,,0,2.30258512496948,5.02388048171997,0,0,0,0,0,0
Eureka,3207,2010,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,8,1130,17841,11,3,0,63,89,0,0,152,0,3,0,9.75,7.94999980926514,11.8900003433228,5,25,125,0,0,,,0,2.19722461700439,5.02388048171997,0,0,0,0,0,0
Eureka,3207,2011,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,,,,,1,0,63,89,0,0,152,0,3,0,11.0500001907349,9.06999969482422,13.3999996185303,6,36,216,0,0,,,0,,5.02388048171997,0,0,0,0,0,0
Eureka,3207,2012,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,,,,,1,0,63,89,0,0,152,0,3,0,10.8400001525879,,,7,49,343,0,0,,,0,,5.02388048171997,0,0,0,0,0,0
Eureka,3207,2013,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,,,,,1,0,63,89,0,0,152,0,3,0,9.53999996185303,,,8,64,512,0,0,,,0,,5.02388048171997,0,0,0,0,0,0
Humbolt,3208,2006,0,,,,,,0,4,Nevada,1,0,0,0,0,0,51,987,18508,14,3,65,607,3675,0,0,4347,0,3,0,,,,1,1,1,0,0,,,4.18965482711792,3.95124363899231,8.37724113464356,,,,,0.125,0
Humbolt,3208,2007,0,,,,,,0,4,Nevada,1,0,0,0,0,0,63,890,19257,14,3,65,607,3675,0,0,4347,0,3,0,,,,2,4,8,0,0,,,4.18965482711792,4.1588830947876,8.37724113464356,0,0,0,0,0.125,0
Humbolt,3208,2008,0,,,,,,0,4,Nevada,1,0,0,0,0,0,59,986,18837,14,3,65,607,3675,0,0,4347,0,3,0,9.73999977111816,8,11.8000001907349,3,9,27,0,0,,,4.18965482711792,4.09434461593628,8.37724113464356,0,0,0,0,0.125,0
Humbolt,3208,2009,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,51,873,18559,14,3,65,607,3675,0,0,4347,0,3,0,9.52000045776367,7.84999990463257,11.5,4,16,64,0,0,,,4.18965482711792,3.95124363899231,8.37724113464356,0,0,0,0,0.125,0
Humbolt,3208,2010,0,,,,,0,0,4,Nevada,1,0,0,4,1996,0,50,1130,17841,14,3,65,607,3675,0,0,4347,0,3,0,9.75,7.94999980926514,11.8900003433228,5,25,125,0,7.59940147399902,,,4.18965482711792,3.93182563781738,8.37724113464356,0,0,0,0,0.125,0
Humbolt,3208,2011,0,,,,,0,0,4,Nevada,1,0,0,0,0,0,,,,,1,65,607,3675,0,1996,4347,0,3,0,11.0500001907349,9.06999969482422,13.3999996185303,6,36,216,0,0,,,4.18965482711792,,8.37724113464356,7.59940147399902,0,0,0,0.125,0
