county,locationid,year,dogkill,population,unemployed,medincome,perpoverty,poverty,vtdummy,statedum,state,nvdummy,ctdummy,medummy,ordercount,expenditures,count,county_vcrime,state_vcrime_report,state_vcrime_est,countyid,_merge,black,na,hisp,countlag,explag,minority,kill,stateid,nhdummy,drugest,lb,ub,t,t2,t3,killlag,logexpenditures,logmedincome,logpopulation,logblack,logcounty_vcrime,logminority,logexplag,dogkilllag,changecount,changecountdog,meancount,meancountdog
Cumberland,2303,2007,0,222219,6929,53768,0.104000002145767,23110.775390625,0,2,Maine,0,0,1,7,876,1,36,192,1554,7,3,6670,587,4899,2,30607,12156,1,2,0,,,,2,4,8,1,6.77650690078735,10.8924341201782,12.3114185333252,8.80552482604981,3.61091780662537,9.40557861328125,10.3290166854858,0,-1,0,0.75,0
Cumberland,2303,2008,0,222986,6923,55647,0.103000000119209,22967.55859375,0,2,Maine,0,0,1,16,4374,2,28,193,1547,7,3,6670,587,4899,1,876,12156,1,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,1,8.38366222381592,10.9267835617065,12.3148641586304,8.80552482604981,3.36729574203491,9.40557861328125,6.77650690078735,0,1,0,0.75,0
Cumberland,2303,2009,0,225989,7886,54385,0.101000003516674,22824.888671875,0,2,Maine,0,0,1,52,145424.640625,1,52,219,1579,7,3,6670,587,4899,2,4374,12156,1,2,0,11.8800001144409,10.039999961853,14,4,16,64,1,11.8874197006226,10.9038438796997,12.3282413482666,8.80552482604981,3.97029185295105,9.40557861328125,8.38366222381592,0,-1,0,0.75,0
Cumberland,2303,2010,0,229039,8922,55329,0.101000003516674,23132.939453125,0,2,Maine,0,0,1,33,127296.796875,0,40,203,1621,7,3,6670,587,4899,1,145424.640625,12156,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,1,11.7542848587036,10.9210529327393,12.3416471481323,8.80552482604981,3.71357202529907,9.40557861328125,11.8874197006226,0,-1,0,0.75,0
Cumberland,2303,2011,0,230056,10120,57318,0.10700000077486,24615.9921875,0,2,Maine,0,0,1,13,101323.84375,0,,,,,1,6670,587,4899,0,127296.796875,12156,0,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,11.526086807251,10.9563703536987,12.3460779190063,8.80552482604981,,9.40557861328125,11.7542848587036,0,0,0,0.75,0
Cumberland,2303,2012,0,231910,10420,58065,0.11599999666214,26901.560546875,0,2,Maine,0,0,1,1223,857587.5625,0,,,,,1,6670,587,4899,0,101323.84375,12156,0,2,0,11.3400001525879,,,7,49,343,0,13.6618795394897,10.9693183898926,12.3541049957275,8.80552482604981,,9.40557861328125,11.526086807251,0,0,0,0.75,0
Cumberland,2303,2013,0,233898,10095,56066,0.123999997973442,29003.3515625,0,2,Maine,0,0,1,202,738566.6875,0,,,,,1,6670,587,4899,0,857587.5625,12156,0,2,0,13.7399997711182,,,8,64,512,0,13.5124683380127,10.9342851638794,12.3626403808594,8.80552482604981,,9.40557861328125,13.6618795394897,0,0,0,0.75,0
Franklin,2304,2006,0,,,,,0,0,2,Maine,0,0,1,3,1136,0,8,191,1526,12,3,65,87,311,0,0,463,0,2,0,,,,1,1,1,0,7.03614854812622,,,4.18965482711792,2.19722461700439,6.1377272605896,,,,,0.125,0
Franklin,2304,2007,0,24614,1357,38975,0.150000005960464,3692.10009765625,0,2,Maine,0,0,1,0,0,0,2,192,1554,12,3,65,87,311,0,1136,463,0,2,0,,,,2,4,8,0,0,10.5706758499146,10.1110706329346,4.18965482711792,1.0986123085022,6.1377272605896,7.03614854812622,0,0,0,0.125,0
Franklin,2304,2008,0,24718,1351,38865,0.158999994397163,3930.162109375,0,2,Maine,0,0,1,9,1603,0,2,193,1547,12,3,65,87,311,0,0,463,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,7.38025569915772,10.5678491592407,10.1152868270874,4.18965482711792,1.0986123085022,6.1377272605896,0,0,0,0,0.125,0
Franklin,2304,2009,0,24660,1316,40798,0.178000003099442,4389.47998046875,0,2,Maine,0,0,1,0,0,0,2,219,1579,12,3,65,87,311,0,1603,463,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,0,10.6163883209229,10.1129379272461,4.18965482711792,1.0986123085022,6.1377272605896,7.38025569915772,0,0,0,0.125,0
Franklin,2304,2010,0,25410,1394,39219,0.166999995708466,4243.47021484375,0,2,Maine,0,0,1,0,0,0,7,203,1621,12,3,65,87,311,0,0,463,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,0,10.5769166946411,10.142897605896,4.18965482711792,2.0794415473938,6.1377272605896,0,0,0,0,0.125,0
Franklin,2304,2011,0,25426,1535,42240,0.142000004649162,3610.49194335938,0,2,Maine,0,0,1,13,741.780029296875,1,,,,,1,65,87,311,0,0,463,1,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,6.61039972305298,10.651123046875,10.1435279846191,4.18965482711792,,6.1377272605896,0,0,1,0,0.125,0
Franklin,2304,2012,0,25530,1520,38973,0.160999998450279,4110.330078125,0,2,Maine,0,0,1,36,159622.09375,0,,,,,1,65,87,311,1,741.780029296875,463,0,2,0,11.3400001525879,,,7,49,343,1,11.9805707931519,10.5706243515015,10.1476097106934,4.18965482711792,,6.1377272605896,6.61039972305298,0,-1,0,0.125,0
Franklin,2304,2013,0,25552,1256,40198,0.165000006556511,4216.080078125,0,2,Maine,0,0,1,0,0,0,,,,,1,65,87,311,0,159622.09375,463,0,2,0,13.7399997711182,,,8,64,512,0,0,10.6015729904175,10.1484708786011,4.18965482711792,,6.1377272605896,11.9805707931519,0,0,0,0.125,0
Hancock,2305,2006,0,,,,,0,0,2,Maine,0,0,1,8,1104,0,3,191,1526,13,3,147,193,641,0,0,981,0,2,0,,,,1,1,1,0,7.00760078430176,,,4.99721240997315,1.3862943649292,6.88857269287109,,,,,0.125,0
Hancock,2305,2007,0,44079,1644,45822,0.0979999974370003,4319.7421875,0,2,Maine,0,0,1,0,0,0,4,192,1554,13,3,147,193,641,0,1104,981,0,2,0,,,,2,4,8,0,0,10.7325191497803,10.6937389373779,4.99721240997315,1.60943794250488,6.88857269287109,7.00760078430176,0,0,0,0.125,0
Hancock,2305,2008,0,44019,1719,47507,0.100000001490116,4401.89990234375,0,2,Maine,0,0,1,3,334.709991455078,0,5,193,1547,13,3,147,193,641,0,0,981,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,5.81624746322632,10.7686319351196,10.6923770904541,4.99721240997315,1.7917594909668,6.88857269287109,0,0,0,0,0.125,0
Hancock,2305,2009,0,44660,2100,48992,0.0979999974370003,4376.68017578125,0,2,Maine,0,0,1,2,117.419998168945,0,7,219,1579,13,3,147,193,641,0,334.709991455078,981,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,4.77423763275147,10.799412727356,10.7068338394165,4.99721240997315,2.0794415473938,6.88857269287109,5.81624746322632,0,0,0,0.125,0
Hancock,2305,2010,0,45781,2212,47801,0.123000003397465,5631.06298828125,0,2,Maine,0,0,1,4,498,0,6,203,1621,13,3,147,193,641,0,117.419998168945,981,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,6.21260595321655,10.7748022079468,10.7316246032715,4.99721240997315,1.94591009616852,6.88857269287109,4.77423763275147,0,0,0,0.125,0
Hancock,2305,2011,0,45866,2369,46824,0.137999996542931,6329.5078125,0,2,Maine,0,0,1,0,0,0,,,,,1,147,193,641,0,498,981,0,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,0,10.7541513442993,10.7334794998169,4.99721240997315,,6.88857269287109,6.21260595321655,0,0,0,0.125,0
Hancock,2305,2012,0,45997,2586,44432,0.144999995827675,6669.56494140625,0,2,Maine,0,0,1,0,0,1,,,,,1,147,193,641,0,0,981,1,2,0,11.3400001525879,,,7,49,343,0,0,10.7017154693604,10.7363309860229,4.99721240997315,,6.88857269287109,0,0,1,0,0.125,0
Hancock,2305,2013,0,46163,2657,46303,0.141000002622604,6508.98291015625,0,2,Maine,0,0,1,0,0,0,,,,,1,147,193,641,1,0,981,0,2,0,13.7399997711182,,,8,64,512,1,0,10.7429618835449,10.7399339675903,4.99721240997315,,6.88857269287109,0,0,-1,0,0.125,0
Kennebec,2306,2006,0,99162,2592,44758,0.125,12395.25,0,2,Maine,0,0,1,52,25226,0,13,191,1526,15,3,844,450,1533,0,0,2827,0,2,0,,,,1,1,1,0,10.135669708252,10.7090253829956,11.5045099258423,6.7393364906311,2.63905739784241,7.94697141647339,,,,,0.5,0
Kennebec,2306,2007,0,98320,3405,45248,0.131999999284744,12978.240234375,0,2,Maine,0,0,1,8,10688,1,16,192,1554,15,3,844,450,1533,0,25226,2827,1,2,0,,,,2,4,8,0,9.27697086334229,10.719913482666,11.4959831237793,6.7393364906311,2.83321332931519,7.94697141647339,10.135669708252,0,1,0,0.5,0
Kennebec,2306,2008,0,98982,3716,46231,0.126000002026558,12471.732421875,0,2,Maine,0,0,1,8,3992,1,8,193,1547,15,3,844,450,1533,1,10688,2827,1,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,1,8.29229831695557,10.7414054870605,11.5026931762695,6.7393364906311,2.19722461700439,7.94697141647339,9.27697086334229,0,0,0,0.5,0
Kennebec,2306,2009,0,99278,4559,45621,0.128999993205071,12806.8623046875,0,2,Maine,0,0,1,40,13120,0,22,219,1579,15,3,844,450,1533,1,3992,2827,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,1,9.48196887969971,10.728123664856,11.5056791305542,6.7393364906311,3.13549423217773,7.94697141647339,8.29229831695557,0,-1,0,0.5,0
Kennebec,2306,2010,0,100195,4722,45586,0.119999997317791,12023.400390625,0,2,Maine,0,0,1,118,25999.5703125,1,13,203,1621,15,3,844,450,1533,0,13120,2827,1,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,10.1658735275269,10.7273559570313,11.5148735046387,6.7393364906311,2.63905739784241,7.94697141647339,9.48196887969971,0,1,0,0.5,0
Kennebec,2306,2011,0,100294,5314,46564,0.119999997317791,12035.2802734375,0,2,Maine,0,0,1,448,514435.71875,1,,,,,1,844,450,1533,1,25999.5703125,2827,1,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,1,13.1508274078369,10.7485828399658,11.5158615112305,6.7393364906311,,7.94697141647339,10.1658735275269,0,0,0,0.5,0
Kennebec,2306,2012,0,100257,5833,46353,0.128999993205071,12933.1533203125,0,2,Maine,0,0,1,425,1404069.75,0,,,,,1,844,450,1533,1,514435.71875,2827,0,2,0,11.3400001525879,,,7,49,343,1,14.1548862457275,10.7440414428711,11.51549243927,6.7393364906311,,7.94697141647339,13.1508274078369,0,-1,0,0.5,0
Kennebec,2306,2013,0,100080,5774,45597,0.140000000596046,14011.2001953125,0,2,Maine,0,0,1,42,643618.0625,0,,,,,1,844,450,1533,0,1404069.75,2827,0,2,0,13.7399997711182,,,8,64,512,0,13.3748626708984,10.7275972366333,11.5137252807617,6.7393364906311,,7.94697141647339,14.1548862457275,0,0,0,0.5,0
Knox,2307,2006,0,,,,,0,0,2,Maine,0,0,1,4,552,0,9,191,1526,16,3,108,75,371,0,0,554,0,2,0,,,,1,1,1,0,6.31535816192627,,,4.6913480758667,2.30258512496948,6.3171648979187,,,,,0,0
Knox,2307,2007,0,33801,1127,42495,0.120999999344349,4089.9208984375,0,2,Maine,0,0,1,0,0,0,7,192,1554,16,3,108,75,371,0,552,554,0,2,0,,,,2,4,8,0,0,10.6571416854858,10.4282455444336,4.6913480758667,2.0794415473938,6.3171648979187,6.31535816192627,0,0,0,0,0
Knox,2307,2008,0,33753,1178,44863,0.119000002741814,4016.60693359375,0,2,Maine,0,0,1,5,2495,0,10,193,1547,16,3,108,75,371,0,0,554,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,7.82244491577148,10.711368560791,10.4268245697021,4.6913480758667,2.39789533615112,6.3171648979187,0,0,0,0,0,0
Knox,2307,2009,0,34102,1052,44904,0.123000003397465,4194.5458984375,0,2,Maine,0,0,1,15,139.649993896484,0,11,219,1579,16,3,108,75,371,0,2495,554,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,4.9462742805481,10.7122821807861,10.4371109008789,4.6913480758667,2.4849066734314,6.3171648979187,7.82244491577148,0,0,0,0,0
Knox,2307,2010,0,33106,1160,44439,0.129999995231628,4303.77978515625,0,2,Maine,0,0,1,2,132.699996948242,0,7,203,1621,16,3,108,75,371,0,139.649993896484,554,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,4.89559841156006,10.7018728256226,10.4074697494507,4.6913480758667,2.0794415473938,6.3171648979187,4.9462742805481,0,0,0,0,0
Knox,2307,2011,0,33029,1027,46475,0.112999998033047,3732.27709960938,0,2,Maine,0,0,1,3,360,0,,,,,1,108,75,371,0,132.699996948242,554,0,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,5.88887786865234,10.7466697692871,10.40514087677,4.6913480758667,,6.3171648979187,4.89559841156006,0,0,0,0,0
Knox,2307,2012,0,32996,1199,48026,0.10700000077486,3530.57202148438,0,2,Maine,0,0,1,0,0,0,,,,,1,108,75,371,0,360,554,0,2,0,11.3400001525879,,,7,49,343,0,0,10.7794981002808,10.4041414260864,4.6913480758667,,6.3171648979187,5.88887786865234,0,0,0,0,0
Knox,2307,2013,0,33063,955,50728,0.105999998748302,3504.67797851563,0,2,Maine,0,0,1,3,49871,0,,,,,1,108,75,371,0,0,554,0,2,0,13.7399997711182,,,8,64,512,0,10.8172149658203,10.8342332839966,10.4061698913574,4.6913480758667,,6.3171648979187,0,0,0,0,0,0
Lincoln,2308,2006,0,,,,,0,0,2,Maine,0,0,1,4,552,0,,,,,1,80,71,289,0,0,440,0,2,0,,,,1,1,1,0,6.31535816192627,,,4.39444923400879,,6.08677482604981,,,,,0.125,0
Lincoln,2308,2007,0,28811,1070,45620,0.137999996542931,3975.91796875,0,2,Maine,0,0,1,0,0,1,,,,,1,80,71,289,0,552,440,1,2,0,,,,2,4,8,0,0,10.7281017303467,10.2685127258301,4.39444923400879,,6.08677482604981,6.31535816192627,0,1,0,0.125,0
Lincoln,2308,2008,0,28940,1059,48232,0.101000003516674,2922.93994140625,0,2,Maine,0,0,1,1,138,0,,,,,1,80,71,289,1,0,440,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,1,4.93447399139404,10.7837781906128,10.2729797363281,4.39444923400879,,6.08677482604981,0,0,-1,0,0.125,0
Lincoln,2308,2009,0,29098,1122,48707,0.0970000028610229,2822.50610351563,0,2,Maine,0,0,1,0,0,0,,,,,1,80,71,289,0,138,440,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,0,10.7935781478882,10.2784242630005,4.39444923400879,,6.08677482604981,4.93447399139404,0,0,0,0.125,0
Lincoln,2308,2010,0,29096,1140,48315,0.103000000119209,2996.88793945313,0,2,Maine,0,0,1,0,0,0,,,,,1,80,71,289,0,0,440,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,0,10.7854976654053,10.2783555984497,4.39444923400879,,6.08677482604981,0,0,0,0,0.125,0
Lincoln,2308,2011,0,28913,1162,47128,0.100000001490116,2891.30004882813,0,2,Maine,0,0,1,0,0,0,,,,,1,80,71,289,0,0,440,0,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,0,10.7606229782105,10.2720470428467,4.39444923400879,,6.08677482604981,0,0,0,0,0.125,0
Lincoln,2308,2012,0,28827,1056,48059,0.128000006079674,3689.85595703125,0,2,Maine,0,0,1,0,0,0,,,,,1,80,71,289,0,0,440,0,2,0,11.3400001525879,,,7,49,343,0,0,10.7801847457886,10.2690677642822,4.39444923400879,,6.08677482604981,0,0,0,0,0.125,0
Lincoln,2308,2013,0,28829,825,50772,0.125,3603.625,0,2,Maine,0,0,1,0,0,0,,,,,1,80,71,289,0,0,440,0,2,0,13.7399997711182,,,8,64,512,0,0,10.8351001739502,10.2691373825073,4.39444923400879,,6.08677482604981,0,0,0,0,0.125,0
Oxford,2309,2006,0,,,,,0,0,2,Maine,0,0,1,24,5509.5,0,13,191,1526,23,3,291,264,626,0,0,1181,0,2,0,,,,1,1,1,0,8.61441040039063,,,5.67675399780273,2.63905739784241,7.07411670684815,,,,,0.25,0.125
Oxford,2309,2007,0,46057,2156,37175,0.156000003218651,7184.89208984375,0,2,Maine,0,0,1,6,5613,1,21,192,1554,23,3,291,264,626,0,5509.5,1181,1,2,0,,,,2,4,8,0,8.63301849365234,10.5233917236328,10.7376346588135,5.67675399780273,3.09104251861572,7.07411670684815,8.61441040039063,0,1,0,0.25,0.125
Oxford,2309,2008,0,46447,2427,38987,0.189999997615814,8824.9296875,0,2,Maine,0,0,1,1,138,0,18,193,1547,23,3,291,264,626,1,5613,1181,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,1,4.93447399139404,10.5709838867188,10.7460670471191,5.67675399780273,2.94443893432617,7.07411670684815,8.63301849365234,0,-1,0,0.25,0.125
Oxford,2309,2009,0,46028,2554,40440,0.129999995231628,5983.64013671875,0,2,Maine,0,0,1,0,0,0,25,219,1579,23,3,291,264,626,0,138,1181,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,0,10.6075744628906,10.7370052337646,5.67675399780273,3.25809645652771,7.07411670684815,4.93447399139404,0,0,0,0.25,0.125
Oxford,2309,2010,0,47135,3139,40989,0.130999997258186,6174.68505859375,0,2,Maine,0,0,1,0,0,0,21,203,1621,23,3,291,264,626,0,0,1181,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,0,10.6210594177246,10.7607707977295,5.67675399780273,3.09104251861572,7.07411670684815,0,0,0,0,0.25,0.125
Oxford,2309,2011,1,47172,3165,39985,0.143999993801117,6792.76806640625,0,2,Maine,0,0,1,206,131652.625,1,,,,,1,291,264,626,0,0,1181,1,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,11.7879295349121,10.5962600708008,10.7615556716919,5.67675399780273,,7.07411670684815,0,0,1,1,0.25,0.125
Oxford,2309,2012,0,47108,3220,40286,0.165999993681908,7819.92822265625,0,2,Maine,0,0,1,654,324906.28125,0,,,,,1,291,264,626,1,131652.625,1181,0,2,0,11.3400001525879,,,7,49,343,1,12.691294670105,10.603759765625,10.7601985931396,5.67675399780273,,7.07411670684815,11.7879295349121,1,-1,-1,0.25,0.125
Oxford,2309,2013,0,47327,2760,39218,0.163000002503395,7714.30078125,0,2,Maine,0,0,1,924,287733.6875,0,,,,,1,291,264,626,0,324906.28125,1181,0,2,0,13.7399997711182,,,8,64,512,0,12.5697937011719,10.5768909454346,10.7648363113403,5.67675399780273,,7.07411670684815,12.691294670105,0,0,0,0.25,0.125
Penobscot,2310,2006,0,120808,4112,39244,0.158000007271767,19087.6640625,0,2,Maine,0,0,1,6,1550,0,8,191,1526,24,3,961,1570,1658,0,0,4189,0,2,0,,,,1,1,1,0,7.34665536880493,10.5775537490845,11.7019577026367,6.86901426315308,2.19722461700439,8.34021759033203,,,,,0.5,0
Penobscot,2310,2007,0,121213,4562,41336,0.142000004649162,17212.24609375,0,2,Maine,0,0,1,4,1996,0,5,192,1554,24,3,961,1570,1658,0,1550,4189,0,2,0,,,,2,4,8,0,7.59940147399902,10.6294889450073,11.705304145813,6.86901426315308,1.7917594909668,8.34021759033203,7.34665536880493,0,0,0,0.5,0
Penobscot,2310,2008,0,121766,4242,42585,0.153999999165535,18751.96484375,0,2,Maine,0,0,1,0,0,0,6,193,1547,24,3,961,1570,1658,0,1996,4189,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,0,10.6592569351196,11.7098560333252,6.86901426315308,1.94591009616852,8.34021759033203,7.59940147399902,0,0,0,0.5,0
Penobscot,2310,2009,0,122664,4670,41365,0.155000001192093,19012.919921875,0,2,Maine,0,0,1,0,0,0,6,219,1579,24,3,961,1570,1658,0,0,4189,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,0,10.6301908493042,11.7172040939331,6.86901426315308,1.94591009616852,8.34021759033203,0,0,0,0,0.5,0
Penobscot,2310,2010,0,126568,5785,42251,0.163000002503395,20630.583984375,0,2,Maine,0,0,1,4,384.200012207031,0,2,203,1621,24,3,961,1570,1658,0,0,4189,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,5.95376253128052,10.6513833999634,11.74853515625,6.86901426315308,1.0986123085022,8.34021759033203,0,0,0,0,0.5,0
Penobscot,2310,2011,0,127047,6456,42489,0.170000001788139,21597.990234375,0,2,Maine,0,0,1,1,138,0,,,,,1,961,1570,1658,0,384.200012207031,4189,0,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,4.93447399139404,10.657000541687,11.7523126602173,6.86901426315308,,8.34021759033203,5.95376253128052,0,0,0,0.5,0
Penobscot,2310,2012,0,127672,6639,42334,0.180000007152557,22980.9609375,0,2,Maine,0,0,1,18,194765,1,,,,,1,961,1570,1658,0,138,4189,1,2,0,11.3400001525879,,,7,49,343,0,12.1795539855957,10.6533460617065,11.7572193145752,6.86901426315308,,8.34021759033203,4.93447399139404,0,1,0,0.5,0
Penobscot,2310,2013,0,128249,6509,42648,0.177000001072884,22700.072265625,0,2,Maine,0,0,1,3,360,3,,,,,1,961,1570,1658,1,194765,4189,1,2,0,13.7399997711182,,,8,64,512,1,5.88887786865234,10.6607360839844,11.7617292404175,6.86901426315308,,8.34021759033203,12.1795539855957,0,2,0,0.5,0
Piscataquis,2311,2006,0,,,,,0,0,2,Maine,0,0,1,8,2829.7099609375,0,1,191,1526,26,3,12,109,75,0,0,196,0,2,0,,,,1,1,1,0,7.94828271865845,,,2.56494927406311,0.6931471824646,5.27811479568481,,,,,0.125,0
Piscataquis,2311,2007,0,,,,,0,0,2,Maine,0,0,1,6,828,0,1,192,1554,26,3,12,109,75,0,2829.7099609375,196,0,2,0,,,,2,4,8,0,6.72022008895874,,,2.56494927406311,0.6931471824646,5.27811479568481,7.94828271865845,0,0,0,0.125,0
Piscataquis,2311,2008,0,,,,,0,0,2,Maine,0,0,1,2,117.419998168945,0,4,193,1547,26,3,12,109,75,0,828,196,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,4.77423763275147,,,2.56494927406311,1.60943794250488,5.27811479568481,6.72022008895874,0,0,0,0.125,0
Piscataquis,2311,2009,0,,,,,0,0,2,Maine,0,0,1,0,0,0,1,219,1579,26,3,12,109,75,0,117.419998168945,196,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,0,,,2.56494927406311,0.6931471824646,5.27811479568481,4.77423763275147,0,0,0,0.125,0
Piscataquis,2311,2010,0,,,,,0,0,2,Maine,0,0,1,4,234.839996337891,0,0,203,1621,26,3,12,109,75,0,0,196,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,5.46315336227417,,,2.56494927406311,0,5.27811479568481,0,0,0,0,0.125,0
Piscataquis,2311,2011,0,,,,,0,0,2,Maine,0,0,1,0,0,1,,,,,1,12,109,75,0,234.839996337891,196,1,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,0,,,2.56494927406311,,5.27811479568481,5.46315336227417,0,1,0,0.125,0
Piscataquis,2311,2012,0,,,,,0,0,2,Maine,0,0,1,3,58086,0,,,,,1,12,109,75,1,0,196,0,2,0,11.3400001525879,,,7,49,343,1,10.9696969985962,,,2.56494927406311,,5.27811479568481,0,0,-1,0,0.125,0
Piscataquis,2311,2013,0,,,,,0,0,2,Maine,0,0,1,0,0,0,,,,,1,12,109,75,0,58086,196,0,2,0,13.7399997711182,,,8,64,512,0,0,,,2.56494927406311,,5.27811479568481,10.9696969985962,0,0,0,0.125,0
Sagadahoc,2312,2006,0,,,,,0,0,2,Maine,0,0,1,5,690,0,7,191,1526,28,3,305,26,520,0,0,851,0,2,0,,,,1,1,1,0,6.53813982009888,,,5.72358512878418,2.0794415473938,6.74641227722168,,,,,0,0
Sagadahoc,2312,2007,0,29042,828,52569,0.0920000001788139,2671.86401367188,0,2,Maine,0,0,1,0,0,0,5,192,1554,28,3,305,26,520,0,690,851,0,2,0,,,,2,4,8,0,0,10.8698816299438,10.2764987945557,5.72358512878418,1.7917594909668,6.74641227722168,6.53813982009888,0,0,0,0,0
Sagadahoc,2312,2008,0,29273,1000,54099,0.0930000022053719,2722.38891601563,0,2,Maine,0,0,1,0,0,0,5,193,1547,28,3,305,26,520,0,0,851,0,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,0,10.8985710144043,10.2844209671021,5.72358512878418,1.7917594909668,6.74641227722168,0,0,0,0,0,0
Sagadahoc,2312,2009,0,29817,888,56203,0.0810000002384186,2415.17700195313,0,2,Maine,0,0,1,0,0,0,6,219,1579,28,3,305,26,520,0,0,851,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,0,0,10.9367256164551,10.3028335571289,5.72358512878418,1.94591009616852,6.74641227722168,0,0,0,0,0,0
Sagadahoc,2312,2010,0,29034,1145,55891,0.0850000008940697,2467.88989257813,0,2,Maine,0,0,1,0,0,0,2,203,1621,28,3,305,26,520,0,0,851,0,2,0,9.52000045776367,7.98000001907349,11.3199996948242,5,25,125,0,0,10.9311590194702,10.2762231826782,5.72358512878418,1.0986123085022,6.74641227722168,0,0,0,0,0,0
Sagadahoc,2312,2011,0,28765,1055,57640,0.101000003516674,2905.26489257813,0,2,Maine,0,0,1,0,0,0,,,,,1,305,26,520,0,0,851,0,2,0,9.86999988555908,8.22000026702881,11.8000001907349,6,36,216,0,0,10.9619722366333,10.2669143676758,5.72358512878418,,6.74641227722168,0,0,0,0,0,0
Sagadahoc,2312,2012,0,28691,1207,52248,0.112000003457069,3213.39208984375,0,2,Maine,0,0,1,3,237.419998168945,0,,,,,1,305,26,520,0,0,851,0,2,0,11.3400001525879,,,7,49,343,0,5.47403383255005,10.8637571334839,10.2643384933472,5.72358512878418,,6.74641227722168,0,0,0,0,0,0
Sagadahoc,2312,2013,0,28668,1280,50549,0.130999997258186,3755.50805664063,0,2,Maine,0,0,1,0,0,0,,,,,1,305,26,520,0,237.419998168945,851,0,2,0,13.7399997711182,,,8,64,512,0,0,10.8306980133057,10.2635364532471,5.72358512878418,,6.74641227722168,5.47403383255005,0,0,0,0,0
Somerset,2313,2006,0,,,,,0,0,2,Maine,0,0,1,18,8621,0,15,191,1526,29,3,166,247,458,0,0,871,0,2,0,,,,1,1,1,0,9.06207275390625,,,5.11799383163452,2.7725887298584,6.7696418762207,,,,,0.25,0
Somerset,2313,2007,0,41716,2061,36154,0.166999995708466,6966.57177734375,0,2,Maine,0,0,1,0,0,0,15,192,1554,29,3,166,247,458,0,8621,871,0,2,0,,,,2,4,8,0,0,10.4955425262451,10.6386404037476,5.11799383163452,2.7725887298584,6.7696418762207,9.06207275390625,0,0,0,0.25,0
Somerset,2313,2008,0,42000,1991,36211,0.174999997019768,7350,0,2,Maine,0,0,1,0,0,1,13,193,1547,29,3,166,247,458,0,0,871,1,2,0,11.1599998474121,9.39000034332275,13.2200002670288,3,9,27,0,0,10.4971179962158,10.6454248428345,5.11799383163452,2.63905739784241,6.7696418762207,0,0,1,0,0.25,0
Somerset,2313,2009,0,41745,2124,35212,0.187999993562698,7848.06005859375,0,2,Maine,0,0,1,0,0,0,13,219,1579,29,3,166,247,458,1,0,871,0,2,0,11.8800001144409,10.039999961853,14,4,16,64,1,0,10.469141960144,10.6393346786499,5.11799383163452,2.63905739784241,6.7696418762207,0,0,-1,0,0.25,0
